file_name,text
line_001.png,"Ang kinabuhi sama sa suba; bisan adunay bato, padayon gihapon ang agos."
line_002.png,Pasalamati ang matag buntag kay usa kini ka bag-ong higayon.
line_003.png,Ang kalisod dili katapusan; usa lamang kini ka leksyon sa paglig-on.
line_004.png,Ang mapasalamatan nga kasingkasing mas malinawon.
line_005.png,"Bisan kapila mapildi, ang importante mao ang pagbangon pag-usab."
line_006.png,Ang kinabuhi mas nindot kung makita nato ang mga panalangin bisan sa kasamok.
line_007.png,Ang kalampusan nagsugod sa pagtuo sa kaugalingon.
line_008.png,"Ang ulan mohunong, ug mosidlak ra gihapon ang adlaw."
line_009.png,Ang paglahutay mao ang yawe sa kalampusan.
line_010.png,Ang matag pagsulay naghulma sa mas lig-on nga kaugmaon.
line_011.png,"Dili tanan adlaw hayag, apan matag gabii adunay kaadlawon."
line_012.png,Ang pagpasalamat naghatag kahayag bisan sa kangitngit.
line_013.png,Ang pagkapukan dili kapakyasan kung mubangon ka pag-usab.
line_014.png,Ang kusog makita sa tawo nga mopadayon bisan kapoy na.
line_015.png,Ang kinabuhi puno sa hagit aron tudluan ta unsaon pagbarog.
line_016.png,Ang paglaum mao ang suga sa malisod nga dalan.
line_017.png,Ang mga samad sa kagahapon mahimong kusog sa karon.
line_018.png,Ayaw kahadlok sa kalisod; didto natawhan ang kaisog.
line_019.png,Ang mapailubon makadawat ug maayong bunga.
line_020.png,Ang matag adlaw adunay rason sa pagpasalamat.
line_021.png,"Ang kalig-on dili sukdon sa kakulang sa luha, kundili sa pagpadayon."
line_022.png,Ang pagkadaug magsugod sa dili pagsurender.
line_023.png,Ang kinabuhi usa ka panaw sa pagkat-on ug pagtubo.
line_024.png,Ang pagsulay nag-andam nato alang sa mas dako nga grasya.
line_025.png,Ang mapasalamatan nga hunahuna puno sa kalinaw.
line_026.png,Ang pag-antus karon mahimong kalipay ugma.
line_027.png,Ang kusog sa tawo makita sa iyang pagbangon human sa kapildihan.
line_028.png,"Ang kakapoy molabay, apan ang bunga sa paningkamot magpabilin."
line_029.png,Ang kinabuhi mohatag ug unos aron tudluan ta paglayag.
line_030.png,Ang paglaum dili mawala basta magpabilin ang pagtoo.
line_031.png,Ang matag kapakyasan usa ka hagdan padulong sa kalampusan.
line_032.png,Ang pagpasalamat nagdala ug dugang panalangin.
line_033.png,Ang lisod nga panahon dili permanente.
line_034.png,"Ang lig-on nga tawo dili kanunay malipayon, apan kanunay nagpadayon."
line_035.png,Ang kahimtang karon dili magbuot sa imong kaugmaon.
line_036.png,Ang paglahutay maoy timaan sa tinuod nga kaisog.
line_037.png,Ang adlaw mosubang bisan human sa labing ngitngit nga gabii.
line_038.png,Ang kinabuhi nagtudlo pinaagi sa kasinatian.
line_039.png,Ang pagpasalamat nagbag-o sa paagi sa pagtan-aw sa kalibutan.
line_040.png,Ang kalisod maoy nagtudlo unsaon pagbarog nga lig-on.
line_041.png,Ang matag gininhawa usa ka gasa.
line_042.png,"Ang pagkapakyas usa lamang ka pahulay, dili katapusan."
line_043.png,Ang paglaum mao ang kusog sa naglisod nga kalag.
line_044.png,Ang pagpadayon bisan walay kasiguruhan usa ka dakong kaisog.
line_045.png,Ang kinabuhi mas bililhon kung giubanan sa pagpasalamat.
line_046.png,Ang mga luha usahay mao ang tubig sa pagtubo.
line_047.png,Ang kalig-on makita sa pagbarog bisan natumba na.
line_048.png,"Ang mga pagsulay dili aron pildihon ka, kundili aron palig-onon ka."
line_049.png,Ang pagtuo sa kaugalingon usa ka dakong kusog.
line_050.png,Ang mapailubon makakita sa kahayag sa hustong panahon.
line_051.png,Ang kinabuhi adunay panamilit aron adunay bag-ong pagsugod.
